//X,Y,Z,Temp. approx. distances,Roughness (1.22938),Mean curvature (1.22938),Gaussian curvature (1.22938),Normal change rate (1.22938),Number of neighbors (r=1.22938),Surface density (r=1.22938),Volume density (r=1.22938),Eigenvalues sum (1.22938),Omnivariance (1.22938),Eigenentropy (1.22938),Anisotropy (1.22938),Planarity (1.22938),Linearity (1.22938),PCA1 (1.22938),PCA2 (1.22938),Surface variation (1.22938),Sphericity (1.22938),Verticality (1.22938),Nx,Ny,Nz
14.06200409,-0.00076103,0.93600005,-0.090579,0.000129,0.000224,0.000002,0.000001,21.000000,4.422805,2.698195,0.632316,0.003304,0.723142,0.999999,0.777175,0.222824,0.562690,0.437309,0.000001,0.000001,0.345212,-0.654738,0.377670,-0.654738
12.65600586,-1.35476112,1.56200004,-0.114062,0.001192,0.002022,0.000003,0.000001,21.000000,4.422805,2.698195,0.632485,0.003499,0.723230,0.999999,0.778422,0.221577,0.562295,0.437704,0.000001,0.000001,0.345523,-0.656617,0.376855,-0.653326
12.18600464,-2.16476059,1.56200004,-0.110258,0.000445,0.000292,0.000000,0.000001,21.000000,4.422805,2.698195,0.632586,0.003246,0.723255,0.999999,0.778648,0.221351,0.562224,0.437775,0.000001,0.000001,0.345383,-0.653921,0.380493,-0.653921
-1.17399406,5.81723976,17.18600082,-0.305717,0.000367,0.000112,0.000000,0.000000,21.000000,4.422805,2.698195,0.632818,0.002845,0.723261,0.999999,0.778140,0.221859,0.562385,0.437615,0.000000,0.000001,0.345383,0.654738,0.377670,-0.654738
-0.93799400,4.32923889,16.56200027,-0.358735,0.000262,0.001181,0.000000,0.000001,21.000000,4.422805,2.698195,0.632763,0.003287,0.723213,0.999999,0.777312,0.222687,0.562647,0.437353,0.000001,0.000001,0.344861,0.653326,0.376855,-0.656617
-1.40799522,6.22323990,17.18600082,-0.314943,0.000106,0.000505,0.000001,0.000000,21.000000,4.422805,2.698195,0.632639,0.002787,0.723232,0.999999,0.778085,0.221914,0.562402,0.437597,0.000000,0.000001,0.345523,0.656617,0.376855,-0.653326
-0.93799400,5.95323944,17.50000000,-0.314240,0.000065,0.000864,0.000000,0.000000,21.000000,4.422805,2.698195,0.633060,0.002833,0.723296,0.999999,0.778149,0.221850,0.562382,0.437618,0.000000,0.000001,0.345212,0.654738,0.377670,-0.654738
-1.40799522,5.14123917,16.56200027,-0.297285,0.000523,0.001853,0.000001,0.000001,21.000000,4.422805,2.698195,0.632316,0.003563,0.723144,0.999999,0.777175,0.222823,0.562690,0.437309,0.000001,0.000001,0.345212,0.654738,0.377670,-0.654738
-1.17399406,5.27723885,16.87400055,-0.312742,0.000091,0.000842,0.000001,0.000000,21.000000,4.422805,2.698195,0.632520,0.002779,0.723176,0.999999,0.777305,0.222695,0.562649,0.437350,0.000000,0.000001,0.345031,0.654738,0.377670,-0.654738
9.84200668,6.22323990,8.74999905,-0.186247,0.000498,0.000580,0.000001,0.000001,21.000000,4.422805,2.698195,0.632638,0.003348,0.723235,0.999999,0.778084,0.221915,0.562402,0.437597,0.000001,0.000001,0.345524,-0.656617,0.376855,-0.653326
-1.40799522,-6.22476196,9.99999905,-0.174913,0.000549,0.001118,0.000000,0.000000,21.000000,4.422805,2.698195,0.632640,0.002841,0.723233,0.999999,0.778084,0.221915,0.562403,0.437597,0.000000,0.000001,0.345523,0.656617,0.376855,-0.653326
-1.40799522,-5.68476105,10.31199932,-0.186698,0.000826,0.002268,0.000002,0.000001,21.000000,4.422805,2.698195,0.632342,0.003257,0.723150,0.999999,0.777248,0.222751,0.562667,0.437332,0.000001,0.000001,0.345171,0.654738,0.377670,-0.654738
-2.34599495,-7.84876251,8.12399960,-0.170769,0.000355,0.000625,0.000001,0.000000,21.000000,4.422805,2.698195,0.632314,0.003063,0.723157,0.999999,0.777495,0.222504,0.562589,0.437411,0.000000,0.000001,0.345112,0.653326,0.376855,-0.656617
-2.57999420,-6.90276146,8.43599987,-0.172143,0.000181,0.000285,0.000001,0.000000,21.000000,4.422805,2.698195,0.632407,0.003062,0.723226,0.999999,0.778591,0.221408,0.562242,0.437757,0.000000,0.000001,0.345523,0.654738,0.377670,-0.654738
-2.57999420,-7.44276237,8.12399960,-0.166298,0.000054,0.000270,0.000002,0.000001,21.000000,4.422805,2.698195,0.632032,0.003206,0.723119,0.999999,0.777536,0.222463,0.562576,0.437424,0.000001,0.000001,0.345293,0.654738,0.377670,-0.654738
-13.59599495,-1.35476112,0.62400001,0.039963,0.000942,0.001888,0.000003,0.000000,18.000000,3.790976,2.312738,0.580223,0.002420,0.682468,1.000000,0.485380,0.514619,0.673228,0.326772,0.000000,0.000000,0.344609,0.654738,0.377670,-0.654738
-13.82999611,-1.48876190,0.31200001,0.045038,0.000217,0.001064,0.000000,0.000000,13.000000,2.737927,1.670311,0.472703,0.001918,0.599291,1.000000,0.271387,0.728613,0.786542,0.213458,0.000000,0.000001,0.344905,0.654738,0.377670,-0.654738
-14.06399536,-1.08276176,0.31200001,0.011504,0.000121,0.000764,0.000002,0.000000,13.000000,2.737927,1.670311,0.472697,0.001837,0.599239,1.000000,0.271256,0.728743,0.786623,0.213377,0.000000,0.000000,0.345076,0.654738,0.377670,-0.654738
-13.82999611,-0.94876099,0.62400001,0.013406,0.000600,0.001821,0.000001,0.000000,18.000000,3.790976,2.312738,0.580275,0.002444,0.682447,1.000000,0.485222,0.514777,0.673299,0.326700,0.000000,0.000001,0.344665,0.654738,0.377670,-0.654738
-13.59599495,-1.89476204,0.31200001,0.067503,0.000554,0.000105,0.000000,0.000000,13.000000,2.737927,1.670311,0.472618,0.001748,0.599343,1.000000,0.271585,0.728415,0.786420,0.213580,0.000000,0.000000,0.344734,0.654738,0.377670,-0.654738
-12.18799591,-1.62476158,1.87400007,-0.047476,0.000055,0.000270,0.000002,0.000001,21.000000,4.422805,2.698195,0.632032,0.003206,0.723119,0.999999,0.777537,0.222462,0.562576,0.437424,0.000001,0.000001,0.345294,0.654738,0.377670,-0.654738
-12.65799522,-0.27076149,2.18600011,-0.070913,0.000091,0.000842,0.000001,0.000000,21.000000,4.422805,2.698195,0.632520,0.002779,0.723176,0.999999,0.777304,0.222695,0.562650,0.437350,0.000000,0.000001,0.345031,0.654738,0.377670,-0.654738
-12.18799591,-1.08276176,2.18600011,-0.046397,0.000826,0.002268,0.000002,0.000001,21.000000,4.422805,2.698195,0.632342,0.003257,0.723149,0.999999,0.777247,0.222752,0.562667,0.437332,0.000001,0.000001,0.345172,0.654738,0.377670,-0.654738
-12.65799522,-0.81276131,1.87400007,-0.075609,0.000786,0.001650,0.000001,0.000001,21.000000,4.422805,2.698195,0.632495,0.003318,0.723171,0.999999,0.777230,0.222769,0.562673,0.437327,0.000001,0.000001,0.345071,0.653326,0.376855,-0.656617
-12.42199516,-1.21876144,1.87400007,-0.057564,0.000356,0.000620,0.000001,0.000000,21.000000,4.422805,2.698195,0.632314,0.003062,0.723157,0.999999,0.777496,0.222504,0.562589,0.437411,0.000000,0.000001,0.345112,0.653326,0.376855,-0.656617
-25.07999611,22.32723999,2.81200004,-0.262192,0.036446,0.235712,0.031710,0.021437,24.000000,5.054635,3.083651,0.696299,0.119412,0.790588,0.961264,0.729489,0.231775,0.553415,0.425148,0.021437,0.038736,0.259910,0.656617,0.376855,-0.653326
-25.07999611,22.86724091,3.12400007,-0.209148,0.194208,0.737442,0.000266,0.073471,25.000000,5.265244,3.212136,0.648420,0.160584,0.856470,0.866903,0.545372,0.321531,0.552009,0.374521,0.073471,0.133097,0.153956,0.597482,0.211512,-0.773484
-25.31399536,23.27323914,3.12400007,-0.104871,0.323484,1.108238,0.115279,0.070452,21.000000,4.422805,2.698195,0.532961,0.128459,0.794525,0.881824,0.441052,0.440771,0.596159,0.333389,0.070452,0.118176,0.121587,0.418874,-0.241716,-0.875282
-17.81399536,9.74123764,2.81200004,-0.178210,0.001416,0.001757,0.000002,0.000001,21.000000,4.422805,2.698195,0.632818,0.003505,0.723264,0.999999,0.778139,0.221860,0.562385,0.437614,0.000001,0.000001,0.345383,0.654738,0.377670,-0.654738
-18.98599625,13.93724060,4.06200027,-0.171407,0.000548,0.001104,0.000000,0.000000,21.000000,4.422805,2.698195,0.632639,0.002843,0.723233,0.999999,0.778085,0.221915,0.562403,0.437597,0.000000,0.000001,0.345524,0.656617,0.376855,-0.653326
-18.28199577,11.63723755,3.43600011,-0.169165,0.000694,0.001510,0.000000,0.000000,21.000000,4.422805,2.698195,0.632609,0.003110,0.723191,0.999999,0.777332,0.222667,0.562641,0.437359,0.000000,0.000001,0.344960,0.654738,0.377670,-0.654738
-3.51599503,-13.93876171,3.43600011,-0.089960,0.000484,0.001232,0.000001,0.000000,21.000000,4.422805,2.698195,0.632520,0.002791,0.723176,0.999999,0.777304,0.222695,0.562649,0.437350,0.000000,0.000001,0.345031,0.654738,0.377670,-0.654738
-3.04799461,-14.20876217,3.74800014,-0.119460,0.000654,0.001478,0.000001,0.000000,21.000000,4.422805,2.698195,0.632346,0.002798,0.723182,0.999999,0.777928,0.222072,0.562452,0.437547,0.000000,0.000001,0.345776,0.654738,0.377670,-0.654738
3.51400375,-12.31476212,4.37400007,-0.052330,0.000019,0.000230,0.000002,0.000001,21.000000,4.422805,2.698195,0.631981,0.003212,0.723124,0.999999,0.777779,0.222220,0.562499,0.437500,0.000001,0.000001,0.345253,-0.654738,0.377670,-0.654738
3.74800491,-11.36676216,4.68600035,-0.050605,0.001088,0.002066,0.000002,0.000000,21.000000,4.422805,2.698195,0.632520,0.003097,0.723177,0.999999,0.777304,0.222695,0.562649,0.437350,0.000000,0.000001,0.345030,-0.654738,0.377670,-0.654738
3.51400375,-12.85476208,4.06200027,-0.041008,0.000145,0.000572,0.000001,0.000000,21.000000,4.422805,2.698195,0.632485,0.003079,0.723228,0.999999,0.778423,0.221576,0.562295,0.437704,0.000000,0.000001,0.345523,-0.656617,0.376855,-0.653326
3.28000641,-12.17876148,4.68600035,-0.047341,0.000478,0.001806,0.000001,0.000001,21.000000,4.422805,2.698195,0.631713,0.003307,0.723082,0.999999,0.777695,0.222304,0.562526,0.437474,0.000001,0.000001,0.345464,-0.654738,0.377670,-0.654738
4.21800613,-13.80276203,2.81200004,-0.054274,0.000852,0.001543,0.000001,0.000000,21.000000,4.422805,2.698195,0.632614,0.002846,0.723225,0.999999,0.778013,0.221987,0.562425,0.437574,0.000000,0.000001,0.345564,-0.654738,0.377670,-0.654738
-11.01599503,-5.27876091,0.93600005,-0.003594,0.000222,0.001437,0.000000,0.000000,21.000000,4.422805,2.698195,0.632342,0.002969,0.723148,0.999999,0.777248,0.222752,0.562667,0.437332,0.000000,0.000001,0.345171,0.654738,0.377670,-0.654738
-10.78199577,-5.14276123,1.24800003,-0.027224,0.000654,0.001477,0.000001,0.000000,21.000000,4.422805,2.698195,0.632346,0.002799,0.723183,0.999999,0.777927,0.222072,0.562452,0.437547,0.000000,0.000001,0.345775,0.654738,0.377670,-0.654738
-11.95399475,-3.11276054,1.24800003,-0.021924,0.000524,0.000723,0.000000,0.000000,21.000000,4.422805,2.698195,0.632613,0.002845,0.723225,0.999999,0.778013,0.221987,0.562425,0.437574,0.000000,0.000001,0.345564,0.654738,0.377670,-0.654738
-11.71999550,-3.51876068,1.24800003,-0.021254,0.000196,0.000088,0.000001,0.000000,21.000000,4.422805,2.698195,0.632613,0.002713,0.723225,0.999999,0.778013,0.221987,0.562425,0.437574,0.000000,0.000001,0.345564,0.654738,0.377670,-0.654738
-3.98599434,-16.37476158,1.56200004,-0.071996,0.001152,0.001955,0.000002,0.000001,21.000000,4.422805,2.698195,0.632639,0.003487,0.723235,0.999999,0.778084,0.221915,0.562402,0.437597,0.000001,0.000001,0.345524,0.656617,0.376855,-0.653326
-4.21999550,-17.05076218,0.93600005,-0.032900,0.000065,0.000511,0.000001,0.000001,21.000000,4.422805,2.698195,0.632048,0.003203,0.723099,0.999999,0.777090,0.222909,0.562717,0.437282,0.000001,0.000001,0.345423,0.654738,0.377670,-0.654738
-3.98599434,-16.91476250,1.24800003,-0.061723,0.000499,0.000581,0.000001,0.000001,21.000000,4.422805,2.698195,0.632639,0.003349,0.723235,0.999999,0.778084,0.221915,0.562402,0.437597,0.000001,0.000001,0.345524,0.656617,0.376855,-0.653326
-3.75199509,-16.78076172,1.56200004,-0.085707,0.001416,0.001758,0.000002,0.000001,21.000000,4.422805,2.698195,0.632818,0.003504,0.723264,0.999999,0.778139,0.221859,0.562385,0.437615,0.000001,0.000001,0.345383,0.654738,0.377670,-0.654738
-3.75199509,-17.32076263,1.24800003,-0.070114,0.000237,0.000405,0.000001,0.000001,21.000000,4.422805,2.698195,0.632818,0.003403,0.723263,0.999999,0.778139,0.221860,0.562385,0.437614,0.000001,0.000001,0.345383,0.654738,0.377670,-0.654738
4.21800613,-18.13276291,0.31200001,0.036207,0.000218,0.001065,0.000000,0.000000,13.000000,2.737927,1.670311,0.472703,0.001918,0.599291,1.000000,0.271387,0.728613,0.786542,0.213457,0.000000,0.000001,0.344904,-0.654738,0.377670,-0.654738
3.51400375,-16.64476204,1.87400007,-0.056381,0.000132,0.000222,0.000002,0.000001,21.000000,4.422805,2.698195,0.632316,0.003305,0.723142,0.999999,0.777175,0.222824,0.562690,0.437309,0.000001,0.000001,0.345212,-0.654738,0.377670,-0.654738
3.28000641,-16.50876236,2.18600011,-0.053327,0.000628,0.002204,0.000002,0.000001,21.000000,4.422805,2.698195,0.632074,0.003148,0.723106,0.999999,0.777162,0.222837,0.562694,0.437305,0.000001,0.000001,0.345383,-0.654738,0.377670,-0.654738
11.48400497,11.77124023,10.31199932,-0.176753,0.000824,0.002268,0.000002,0.000001,21.000000,4.422805,2.698195,0.632341,0.003257,0.723149,0.999999,0.777248,0.222751,0.562667,0.437332,0.000001,0.000001,0.345172,-0.654738,0.377670,-0.654738
-0.46999550,-13.80276203,6.56200027,-0.129595,0.103929,0.427290,0.025673,0.053830,27.000000,5.686464,3.469107,0.713065,0.162860,0.854535,0.897061,0.706411,0.190650,0.522933,0.423236,0.053830,0.102939,0.202804,0.653326,0.376855,-0.656617
-7.03199577,-7.84876251,3.43600011,-0.038779,0.006039,0.052063,0.001275,0.000975,22.000000,4.633415,2.826680,0.657231,0.040720,0.728551,0.998303,0.736126,0.262177,0.574871,0.424153,0.000975,0.001697,0.354959,0.653326,0.376855,-0.656617
-7.26799583,-7.44276237,3.43600011,-0.047448,0.000318,0.000468,0.000001,0.000000,21.000000,4.422805,2.698195,0.632211,0.003091,0.723147,0.999999,0.777592,0.222407,0.562558,0.437441,0.000000,0.000001,0.345153,0.653326,0.376855,-0.656617
7.50000381,9.20124054,12.81199932,-0.136986,0.000810,0.000910,0.000001,0.000000,21.000000,4.422805,2.698195,0.632818,0.002884,0.723261,0.999999,0.778140,0.221859,0.562385,0.437615,0.000000,0.000001,0.345382,-0.654738,0.377670,-0.654738
7.73400497,9.60723877,12.81199932,-0.154198,0.000548,0.001116,0.000000,0.000000,21.000000,4.422805,2.698195,0.632639,0.002841,0.723233,0.999999,0.778085,0.221914,0.562402,0.437597,0.000000,0.000001,0.345523,-0.656617,0.376855,-0.653326
7.73400497,10.14723969,13.12399960,-0.172136,0.000826,0.002269,0.000002,0.000001,21.000000,4.422805,2.698195,0.632342,0.003257,0.723150,0.999999,0.777249,0.222750,0.562667,0.437333,0.000001,0.000001,0.345171,-0.654738,0.377670,-0.654738
7.50000381,9.74123764,13.12399960,-0.155551,0.001087,0.002063,0.000002,0.000000,21.000000,4.422805,2.698195,0.632521,0.003096,0.723177,0.999999,0.777304,0.222695,0.562649,0.437350,0.000000,0.000001,0.345031,-0.654738,0.377670,-0.654738
7.73400497,5.81723976,10.62399960,-0.168226,0.000629,0.001233,0.000000,0.000000,21.000000,4.422805,2.698195,0.631985,0.002601,0.723045,1.000000,0.776246,0.223753,0.562985,0.437015,0.000000,0.000001,0.344748,-0.654738,0.377670,-0.654738
7.73400497,5.27723885,10.31199932,-0.182469,0.000220,0.001435,0.000000,0.000000,21.000000,4.422805,2.698195,0.632342,0.002968,0.723148,0.999999,0.777248,0.222751,0.562667,0.437332,0.000000,0.000001,0.345171,-0.654738,0.377670,-0.654738
7.50000381,4.87123871,10.31199932,-0.187026,0.000481,0.001229,0.000001,0.000000,21.000000,4.422805,2.698195,0.632521,0.002789,0.723176,0.999999,0.777304,0.222695,0.562649,0.437350,0.000000,0.000001,0.345030,-0.654738,0.377670,-0.654738
7.50000381,4.32923889,9.99999905,-0.184161,0.001112,0.001325,0.000001,0.000000,21.000000,4.422805,2.698195,0.632792,0.002702,0.723253,0.999999,0.778067,0.221932,0.562408,0.437592,0.000000,0.000001,0.345423,-0.654738,0.377670,-0.654738
7.73400497,4.73523903,9.99999905,-0.185198,0.000851,0.001540,0.000001,0.000000,21.000000,4.422805,2.698195,0.632614,0.002844,0.723225,0.999999,0.778012,0.221987,0.562425,0.437574,0.000000,0.000001,0.345564,-0.654738,0.377670,-0.654738
7.03000641,6.76523972,11.87399960,-0.172929,0.000130,0.000222,0.000002,0.000001,21.000000,4.422805,2.698195,0.632316,0.003304,0.723142,0.999999,0.777175,0.222824,0.562690,0.437309,0.000001,0.000001,0.345212,-0.654738,0.377670,-0.654738
7.26400375,7.17123795,11.87399960,-0.213602,0.000430,0.000231,0.000001,0.000001,21.000000,4.422805,2.698195,0.632314,0.003196,0.723158,0.999999,0.777495,0.222504,0.562589,0.437411,0.000001,0.000001,0.345112,-0.653326,0.376855,-0.656617
7.73400497,2.02923965,8.43599987,-0.162414,0.000235,0.000109,0.000001,0.000000,21.000000,4.422805,2.698195,0.632433,0.002865,0.723213,0.999999,0.778278,0.221721,0.562341,0.437658,0.000000,0.000001,0.345604,-0.654738,0.377670,-0.654738
7.73400497,1.48723793,8.12399960,-0.151262,0.000434,0.000514,0.000001,0.000000,21.000000,4.422805,2.698195,0.632342,0.002656,0.723147,0.999999,0.777248,0.222752,0.562667,0.437332,0.000000,0.000001,0.345171,-0.654738,0.377670,-0.654738
-7.73599434,7.98323822,11.87399960,-0.143695,0.000175,0.001776,0.000001,0.000001,21.000000,4.422805,2.698195,0.631713,0.003279,0.723082,0.999999,0.777695,0.222304,0.562526,0.437474,0.000001,0.000001,0.345464,0.654738,0.377670,-0.654738
-7.03199577,-12.17876148,0.93600005,-0.011981,0.000806,0.000907,0.000001,0.000000,21.000000,4.422805,2.698195,0.632428,0.002955,0.723194,0.999999,0.777913,0.222087,0.562457,0.437543,0.000000,0.000001,0.344901,0.654738,0.377670,-0.654738
-7.03199577,-11.63876152,1.24800003,-0.019942,0.000643,0.000171,0.000000,0.000000,21.000000,4.422805,2.698195,0.632931,0.002879,0.723298,0.999999,0.778560,0.221440,0.562252,0.437747,0.000000,0.000001,0.345172,0.654738,0.377670,-0.654738
-7.26799583,-11.77276134,0.93600005,0.029955,0.000166,0.000409,0.000002,0.000000,21.000000,4.422805,2.698195,0.632262,0.002736,0.723161,0.999999,0.777738,0.222262,0.562512,0.437487,0.000000,0.000001,0.345071,0.654738,0.377670,-0.654738
-0.46999550,-5.14276123,11.56199932,-0.189860,0.104416,0.427984,0.026117,0.053951,27.000000,5.686464,3.469107,0.713402,0.163048,0.854810,0.896791,0.706603,0.190188,0.522734,0.423316,0.053951,0.103209,0.203210,0.654738,0.377670,-0.654738
-15.00199509,14.61323929,8.43599987,-0.153196,0.000066,0.000147,0.000000,0.000000,21.000000,4.422805,2.698195,0.632792,0.002594,0.723253,1.000000,0.778067,0.221932,0.562408,0.437592,0.000000,0.000000,0.345423,0.654738,0.377670,-0.654738
-15.00199509,15.69524002,9.06199932,-0.170136,0.001087,0.002065,0.000002,0.000000,21.000000,4.422805,2.698195,0.632520,0.003096,0.723177,0.999999,0.777305,0.222694,0.562649,0.437350,0.000000,0.000001,0.345031,0.654738,0.377670,-0.654738
-15.23599529,15.56124115,8.74999905,-0.161675,0.000547,0.001118,0.000000,0.000000,21.000000,4.422805,2.698195,0.632639,0.002841,0.723233,0.999999,0.778084,0.221915,0.562403,0.437597,0.000000,0.000001,0.345523,0.656617,0.376855,-0.653326
-14.29799557,13.93724060,8.74999905,-0.144969,0.000089,0.000448,0.000000,0.000000,21.000000,4.422805,2.698195,0.632371,0.002626,0.723189,0.999999,0.777999,0.222000,0.562430,0.437570,0.000000,0.000001,0.345735,0.656617,0.376855,-0.653326
0.46800613,6.76523972,18.43600082,-0.201923,0.102892,0.428013,0.025570,0.054061,27.000000,5.686464,3.469107,0.713019,0.163055,0.854883,0.896596,0.705910,0.190687,0.522816,0.423122,0.054061,0.103404,0.203192,-0.654738,0.377670,-0.654738
0.23400497,6.35923767,18.43600082,-0.157153,0.193290,0.736951,0.002317,0.073522,25.000000,5.265244,3.212136,0.648894,0.160724,0.856640,0.866845,0.544781,0.322064,0.552153,0.374325,0.073522,0.133155,0.153881,-0.480671,0.412236,-0.773962
0.46800613,6.22323990,18.12400055,-0.206322,0.103580,0.427819,0.025177,0.054065,27.000000,5.686464,3.469107,0.712613,0.162966,0.854809,0.896587,0.705913,0.190674,0.522811,0.423124,0.054065,0.103413,0.202731,-0.654738,0.377670,-0.654738
-10.07999611,1.21723938,5.62400007,-0.120777,0.000524,0.000195,0.000000,0.000001,21.000000,4.422805,2.698195,0.632732,0.003532,0.723240,0.999999,0.777899,0.222099,0.562461,0.437539,0.000001,0.000001,0.345353,0.653326,0.376855,-0.656617
-8.43799591,1.08123970,7.18600035,-0.129250,0.000810,0.000912,0.000001,0.000000,21.000000,4.422805,2.698195,0.632818,0.002885,0.723261,0.999999,0.778140,0.221859,0.562385,0.437615,0.000000,0.000001,0.345383,0.654738,0.377670,-0.654738
-8.90799522,1.35323906,6.87400055,-0.113788,0.000172,0.000635,0.000002,0.000000,21.000000,4.422805,2.698195,0.632341,0.002869,0.723148,0.999999,0.777248,0.222751,0.562667,0.437332,0.000000,0.000001,0.345172,0.654738,0.377670,-0.654738
-22.96999550,21.37923813,4.37400007,-0.224326,0.104001,0.428164,0.026401,0.053961,27.000000,5.686464,3.469107,0.712626,0.162880,0.854675,0.896765,0.706680,0.190086,0.522698,0.423341,0.053961,0.103235,0.202754,0.654738,0.377670,-0.654738
-22.96999550,20.29724121,3.74800014,-0.212465,0.000500,0.000580,0.000001,0.000001,21.000000,4.422805,2.698195,0.632639,0.003349,0.723235,0.999999,0.778084,0.221915,0.562403,0.437597,0.000001,0.000001,0.345524,0.656617,0.376855,-0.653326
-22.73599625,20.43124008,4.06200027,-0.214797,0.001416,0.001759,0.000002,0.000001,21.000000,4.422805,2.698195,0.632817,0.003505,0.723264,0.999999,0.778140,0.221859,0.562385,0.437615,0.000001,0.000001,0.345383,0.654738,0.377670,-0.654738
-22.26599503,19.07923889,3.74800014,-0.218558,0.001154,0.001956,0.000002,0.000001,21.000000,4.422805,2.698195,0.632639,0.003487,0.723235,0.999999,0.778084,0.221914,0.562402,0.437597,0.000001,0.000001,0.345524,0.656617,0.376855,-0.653326
-22.03199577,18.67324066,3.74800014,-0.194916,0.000919,0.001696,0.000001,0.000001,21.000000,4.422805,2.698195,0.632243,0.003411,0.723194,0.999999,0.778408,0.221590,0.562300,0.437700,0.000001,0.000001,0.345694,0.656617,0.376855,-0.653326
27.65400696,24.62723923,1.56200004,0.081780,0.323946,1.107112,0.111758,0.070532,21.000000,4.422805,2.698195,0.533367,0.128608,0.794862,0.881644,0.441341,0.440303,0.595928,0.333540,0.070532,0.118356,0.121621,-0.422143,-0.244873,-0.872830
27.42000580,24.22124100,1.56200004,-0.058545,0.194384,0.739579,0.001622,0.073536,25.000000,5.265244,3.212136,0.648907,0.160746,0.856713,0.866768,0.545328,0.321440,0.551940,0.374524,0.073536,0.133232,0.154285,-0.598911,0.212018,-0.772240
27.18600464,23.81523895,1.56200004,-0.145523,0.104007,0.428621,0.025267,0.054055,27.000000,5.686464,3.469107,0.712934,0.163032,0.854865,0.896598,0.706082,0.190516,0.522770,0.423174,0.054055,0.103402,0.203410,-0.656617,0.376855,-0.653326
27.65400696,24.08523941,1.24800003,-0.162568,0.102429,0.428480,0.025031,0.054023,27.000000,5.686464,3.469107,0.712926,0.163005,0.854837,0.896633,0.706662,0.189971,0.522631,0.423346,0.054023,0.103367,0.203207,-0.654738,0.377670,-0.654738
-18.28199577,7.84724045,1.24800003,-0.145735,0.000568,0.000766,0.000000,0.000000,21.000000,4.422805,2.698195,0.632547,0.003084,0.723251,0.999999,0.778697,0.221302,0.562209,0.437791,0.000000,0.000001,0.345393,0.656617,0.376855,-0.653326
-19.21999550,10.01324081,1.56200004,-0.178320,0.000220,0.000146,0.000000,0.000000,21.000000,4.422805,2.698195,0.632639,0.002878,0.723233,0.999999,0.778085,0.221915,0.562402,0.437597,0.000000,0.000001,0.345523,0.656617,0.376855,-0.653326
-18.98599625,10.14723969,1.87400007,-0.180265,0.000827,0.002270,0.000002,0.000001,21.000000,4.422805,2.698195,0.632341,0.003258,0.723149,0.999999,0.777248,0.222751,0.562667,0.437333,0.000001,0.000001,0.345171,0.654738,0.377670,-0.654738
-7.26799583,3.92323875,9.99999905,-0.126128,0.001112,0.001331,0.000001,0.000000,21.000000,4.422805,2.698195,0.632792,0.002703,0.723253,0.999999,0.778067,0.221932,0.562408,0.437592,0.000000,0.000001,0.345423,0.654738,0.377670,-0.654738
2.57800674,6.08923721,15.93599987,-0.136588,0.000237,0.000405,0.000001,0.000001,21.000000,4.422805,2.698195,0.632818,0.003402,0.723263,0.999999,0.778140,0.221859,0.562385,0.437615,0.000001,0.000001,0.345383,-0.654738,0.377670,-0.654738
6.32800674,0.13523865,8.74999905,-0.132178,0.000549,0.001119,0.000000,0.000000,21.000000,4.422805,2.698195,0.632639,0.002842,0.723233,0.999999,0.778084,0.221915,0.562403,0.437597,0.000000,0.000001,0.345523,-0.656617,0.376855,-0.653326
6.32800674,0.67523956,9.06199932,-0.137572,0.000826,0.002269,0.000002,0.000001,21.000000,4.422805,2.698195,0.632342,0.003257,0.723150,0.999999,0.777248,0.222751,0.562667,0.437332,0.000001,0.000001,0.345171,-0.654738,0.377670,-0.654738
8.90600586,-4.06076050,3.74800014,-0.098691,0.000368,0.000112,0.000000,0.000000,21.000000,4.422805,2.698195,0.632818,0.002846,0.723261,0.999999,0.778141,0.221859,0.562385,0.437615,0.000000,0.000001,0.345383,-0.654738,0.377670,-0.654738
8.67000580,-3.92476082,4.06200027,-0.100223,0.000066,0.000147,0.000000,0.000000,21.000000,4.422805,2.698195,0.632792,0.002595,0.723253,1.000000,0.778068,0.221931,0.562408,0.437592,0.000000,0.000000,0.345424,-0.654738,0.377670,-0.654738
10.07600403,-2.57076073,3.43600011,-0.101852,0.001127,0.002132,0.000003,0.000000,21.000000,4.422805,2.698195,0.632365,0.003090,0.723172,0.999999,0.777642,0.222357,0.562542,0.437457,0.000000,0.000001,0.345031,-0.654738,0.377670,-0.654738
8.90600586,13.25923920,13.74800014,-0.146889,0.103560,0.427356,0.025572,0.054035,27.000000,5.686464,3.469107,0.712935,0.163018,0.854855,0.896611,0.706585,0.190026,0.522640,0.423325,0.054035,0.103389,0.203161,-0.653921,0.380493,-0.653921
-7.03199577,9.47124100,13.43599987,-0.174226,0.000655,0.000892,0.000001,0.000001,21.000000,4.422805,2.698195,0.632762,0.003287,0.723213,0.999999,0.777313,0.222686,0.562647,0.437353,0.000001,0.000001,0.344860,0.653326,0.376855,-0.656617
18.75000763,11.36523819,2.81200004,-0.162394,0.001416,0.001758,0.000002,0.000001,21.000000,4.422805,2.698195,0.632818,0.003504,0.723264,0.999999,0.778139,0.221860,0.562385,0.437614,0.000001,0.000001,0.345383,-0.654738,0.377670,-0.654738
